gene	Top	p.value	FDR	logFC.Astocyte	logFC.Immune.cell	logFC.Neoplastic	logFC.Oligodendrocyte	logFC.OPC	logFC.Vascular
ENSG00000062096	6701	0.4703706742437442	0.5720059168523521	-0.5800270061221343	0.2867182496843877	0.11533624682725485	0.46607318035875467	0.39274304448829905	0.3474697912147134
ENSG00000160326	6703	0.30634437954983046	0.41106076236859357	0.23005595856993002	0.8004379119125049	0.7615657292137022	0.7731507057213419	0.632449778889019	0.7245449300017113
ENSG00000121350	6706	0.907468226128472	0.9380633268980817	-0.05108310139027483	-0.16237163992609638	0.12145542491605975	0.17905954898770104	0.11665433418600336	0.6643491567524235
ENSG00000143793	6709	0.3976184606838194	0.5014763885605863	0.8235287442646246	0.9949267275638174	-0.010912163995458357	0.6360585803834893	0.5972612510355164	0.9393443517179696
ENSG00000054277	6712	0.503999149914838	0.6025783101637193	0.4758854341333311	-0.08420389878953671	0.27034205918361054	0.7467240275659757	0.5392880463761681	0.6900545150571133
ENSG00000119242	6715	0.2940061171579805	0.39836237993125645	0.6398732056958928	1.0688474398693013	0.5553941899990318	0.419222157635897	0.6744953288271558	0.70100282919089
ENSG00000152380	6715	0.37272596567593563	0.4774652403601355	0.24944532027831065	0.5882003165090441	0.43917984139469335	0.48650173281869913	0.2125411784462219	0.5667334738362463
ENSG00000058600	6716	0.832681822862991	0.8823847268409121	0.5887248255455502	0.3221690498206031	0.3319828523781596	0.895723584274073	-0.06188231425483637	-0.004546948408727491
ENSG00000102098	6716	0.8505469601581438	0.8964596634424153	0.1688300021972372	-0.017218680067288106	0.0936674600591636	0.3035813342417439	0.038761122514421986	0.40820947350669107
ENSG00000156110	6718	0.40176246125509457	0.5053631452801591	0.2482154380089574	0.8460015731118583	0.5457113470437769	0.9339085819065651	0.5566663357764963	0.7011377510480983
ENSG00000198146	6718	0.5600677785276273	0.6528254310269355	-0.10689830536776523	0.6527244207609981	0.21341641623731555	0.5418286387572937	0.49640286219077834	0.8984708569985642
ENSG00000163141	6719	0.29049683569697327	0.39449355964751703	0.17585335182544504	-0.6158848782807533	0.16318893833280512	0.4044182241348062	0.010500328317237129	0.3911075908805918
ENSG00000139865	6720	0.5931950433299067	0.6827961978586902	0.09668388706543274	0.15173392371936356	0.24197882287994127	0.1631699020474504	0.003618897776332619	0.2966535388577991
ENSG00000126062	6722	0.4580532649514719	0.5602703102795749	0.47145275567411726	0.920034483515789	-0.029056018080819257	1.0133294310230345	0.11699305090601597	-0.5247711996966418
ENSG00000138778	6723	0.5658925103597359	0.6578955608344473	-0.025739451800107033	-0.2022633902378369	-0.21528804813667535	0.09599044440924061	0.11619362473586797	-0.0059477588857224095
ENSG00000205176	6726	0.4033184034817316	0.5068736086021621	-0.40845953612014485	-0.018006568034590664	0.34197752141623505	0.045032514582648016	-0.306276597465299	0.4621213145134142
ENSG00000163945	6728	0.2917150097088812	0.3958593205528486	0.030699292180801807	-0.8822001596731246	0.20431838707998207	0.328310414598588	0.05594832158354701	0.05634643145847518
ENSG00000248124	6729	0.5763627232816386	0.6676869429173529	0.18430761714177857	-0.5295948612173409	0.124514756494571	0.7099024308250166	0.45662043664997	-0.04258676224244428
ENSG00000141568	6730	0.697447691517115	0.7715004960880247	0.13771251755292568	-0.5329190190940258	0.0032230537222527333	-0.11543205771039156	-0.5877528285902613	-0.14523031933984387
ENSG00000100031	6731	0.7795012348272643	0.8397479903909383	0.1365676480627649	0.04306629979548973	0.032472164037342044	0.16064154009184262	-0.15112126655478483	-0.5111767774422359
ENSG00000136010	6732	0.7931872689123429	0.850703478297706	0.18799156288368257	0.1434844294020987	0.28314106493078994	0.5328832974901866	0.06268856935472633	0.27918735315510435
ENSG00000258367	6734	0.29355047037855586	0.39789609342005017	-0.02589967618042821	0.5484153859354237	0.27833959810978626	0.18938788042577626	-0.17900499549009274	0.39942289557183597
ENSG00000162521	6738	0.6132737842895265	0.7005643218411627	-0.26560205686131155	0.4733350286124933	-0.8288609427034945	1.1418892960890366	-0.36963581974770765	0.4304574343912875
ENSG00000163320	6743	0.5865325513086116	0.6767999760307047	1.0102462697743977	1.087920867199831	-0.45953561555748035	0.4356400165584285	0.705994716880985	-0.18292872436343988
ENSG00000170681	6743	0.4707495603424606	0.5722688420720501	-0.19998817854899778	-0.1525864977016874	-0.12848847742089722	-0.1803524988870121	-0.21194474617370498	-0.15371783774630624
ENSG00000177917	6743	0.3900853297201411	0.4944221570993317	0.4672842520270989	0.8297943356357265	-0.7295570987516948	0.5324538444054504	0.17135002008040945	0.7399406972970225
ENSG00000127666	6744	0.43084444468209887	0.5335742090193143	0.4703866847632109	-0.16579243619668138	0.2597593511296604	0.5757084240197848	0.4087188184223491	0.44732089345759724
ENSG00000186625	6744	0.9727015969916225	0.9820977058905999	0.20678835087756678	-0.13268796903845548	-0.4974187588729605	0.04651163178309803	0.012194582090364003	-0.08741484359738566
ENSG00000204084	6744	0.29519464114148225	0.39957963698339577	-0.18710847739383718	-0.8482556918642206	0.24081338961541743	0.3920554693913476	0.0029085141887668087	0.43959634932536096
ENSG00000156860	6746	0.6250420433677855	0.7103910859622012	0.4773384211249898	-0.27343198066832186	0.0915087088765516	0.4351310947553342	0.3361477439177406	0.656058906519598
ENSG00000103197	6747	0.49801724936591724	0.5973779477434857	0.5609280293451571	-0.24338849747322747	0.4353331298513883	0.74536109218002	0.044114670254674415	0.6609278789444035
ENSG00000198015	6747	0.2953168701184717	0.3996285366872609	0.04998921648339305	-0.6425814110528716	-0.368695389956601	0.24266447367698873	-0.21786004423527938	-0.04824974115504688
ENSG00000115170	6748	0.9296113217199774	0.9535965498712978	0.1547072730019209	0.11945571649991227	-0.03444389075358778	0.40173845362390975	0.01332861484861847	-0.7739685401529584
ENSG00000148200	6749	0.7365624256429282	0.8045423969695809	0.14013476644025546	-0.21613638123512202	0.448841448477852	0.6242282433563635	-0.05811728078156997	0.33080197112563314
ENSG00000170100	6749	0.46201361267534474	0.5636652956419519	0.3752889151163088	-0.242953370874206	0.48798091032224367	0.4881295648600481	0.5630506998387073	0.6772583707458464
ENSG00000119812	6750	0.37979124920786916	0.4843424320893421	0.593490758581282	0.8356576827110535	0.5347157414473902	0.5097871326283566	0.6872128917302148	0.7422967336092416
ENSG00000158417	6752	0.5966576879779392	0.6858416026825422	0.8070451191167034	0.10265616076682171	-0.606916760045658	-0.27032480862120867	0.41140254654537434	0.6832576731972337
ENSG00000242028	6752	0.5291187899356588	0.6239157673780875	0.25761787168404604	-0.3235698618466394	0.48391237804204174	0.4496259907237996	0.16414190474479629	0.6154077418170436
ENSG00000158169	6753	0.9317864353198908	0.95507273187223	0.20054339005402644	-0.05185317504862663	-0.2744681632383028	0.12374380341416713	-0.005674925327756264	0.48889783331942493
ENSG00000160856	6753	0.38408660572425074	0.488684981592283	0.06882830879061835	0.26260332975819345	0.25484145429588895	0.15346146400571334	0.17551691219328167	0.256960699044575
ENSG00000065150	6756	0.49899970687423423	0.59825475146711	0.5325728642669567	0.01700042941243174	0.4872827668538879	0.9216153953041445	0.12147890869351753	0.9330281283354922
ENSG00000137656	6757	0.8258526578364428	0.8772054004024471	-0.28075536386888256	-0.116142960818505	-0.3834216960323801	-0.24664368749540422	-0.11191802347214747	0.064650520795444
ENSG00000232407	6758	0.3939471724325852	0.49794615587409574	0.17838492031749276	-0.2426109797269191	0.14985900888669504	0.19269758668703205	0.12507162430708257	0.10631470801520396
ENSG00000068354	6760	0.5500393511735245	0.6437120087979432	0.7742644524901086	0.782904092990409	0.5148091656709259	0.6600938435306308	0.38637590630173313	0.3280443409779271
ENSG00000197238	6763	0.5482045867408762	0.6417752679258963	0.35048462956785226	0.1521304968844594	-0.19205728671814842	0.3226575455690888	0.3691089300829709	0.06597875278931797
ENSG00000072401	6764	0.8731212152387605	0.9135067515835528	0.43538564452214257	-0.13892560264876308	-0.08468396786343346	-0.2733189778936318	0.07994095432693316	-0.9191165886080515
ENSG00000197050	6765	0.42488069309689286	0.5278831939912911	0.24058486602097318	0.9149480745224731	0.24925420303471194	0.8238571114044809	0.4590953679594503	0.48922767611383444
ENSG00000279968	6765	0.29891404849343034	0.403251438010088	-0.25145019536678825	-0.3747641411856367	-0.1149220115627585	-0.00695882624964378	-0.008307102523643917	-0.07754073534608136
ENSG00000144840	6766	0.7482976908764066	0.8135008714966069	-0.16596834350723721	-0.4425197314724345	-0.17861231913240205	0.3641353389223547	0.14998022239144504	0.6903052414593569
ENSG00000157538	6766	0.3441248418825542	0.4490896834771598	-0.6005335589098508	-0.37143554129093204	-0.13887950054510645	0.553871838294608	-0.4266678763464702	0.5819052093626109
ENSG00000119328	6768	0.2996188602984858	0.4040113361398477	0.025498722112450523	1.4364936653967153	-0.587338439232975	0.27969937802621336	0.6897243014556442	0.6721980706289986
ENSG00000237004	6768	0.7564928810283394	0.82053521475169	0.46716801090265875	-0.07451229301824702	-0.3308296886946872	0.32689242776734495	0.03787165535230286	0.23841469941772686
ENSG00000101294	6769	0.29634530428440814	0.4005811656455495	-0.664969276089658	-0.8898324503765664	-0.5768476897885879	0.6639287775584163	-0.137332568774732	0.33851190117711377
ENSG00000167700	6769	0.5016461442288046	0.6006568307569711	0.5613129296012604	0.7390602207870367	-0.050458180340840486	0.6417390428033181	0.04355660728943744	0.8190095003383091
ENSG00000185437	6769	0.4416606440969282	0.5441365881049164	-0.4985742434877929	0.5041743496162805	-0.5579011896001074	-0.6410939131334987	0.23840528415297507	0.36917472243047644
ENSG00000039123	6770	0.5176389507867942	0.6143572879244898	0.47690641997085637	-0.5864323942315739	0.3627950491176044	0.6855712448449283	0.07954051276135576	0.8529076061274637
ENSG00000073711	6772	0.36413738288562875	0.46923602862453606	-0.2862558176304708	0.41859510352397433	0.49037951948554714	-0.5411113577629516	-0.41245038529868827	0.4781865186983607
ENSG00000146476	6772	0.40717962749164405	0.5103645444544818	0.48717510520142193	0.7839570290868154	0.6170873458858998	0.736588044314312	0.7165533636994422	0.07929734235799125
ENSG00000102384	6773	0.2998665497316589	0.4041925832769825	-0.18771447477610737	-0.474029029861301	0.1468482786436669	0.1667781274622081	0.1766680700689629	-0.27100827401066196
ENSG00000165762	6774	0.535888623371185	0.629733107309149	0.043204164610266216	-0.1557647204477174	-0.2505662874064295	0.3366448637871454	-0.11211698541076787	0.36977411106608266
ENSG00000104129	6775	0.5662894584858569	0.6581962085479345	0.5433012934430765	0.4731994480347541	0.12837775056451894	0.4474566300103311	0.36923279819540333	0.7973157289608416
ENSG00000149929	6775	0.38578993697705727	0.49026269390694655	0.6817240803293105	0.7652010292376807	-0.07804775657590413	0.3718383484379797	0.6703358589751149	0.6430250856764976
ENSG00000198912	6775	0.32621291481066655	0.43187430972012275	0.5261798939545637	-0.54613062186912	0.22706789169917174	0.5053031090996192	0.14077028927371504	0.6095738797992101
ENSG00000260062	6775	0.46162293656382236	0.5633331201757384	0.1701462814073058	0.39000496214133845	0.303969921934591	0.23824367398447632	0.2612264533251054	0.2296316268159369
ENSG00000157617	6776	0.49149382645896517	0.5915415621088463	-0.295921215582014	-0.24027430216728407	-0.03999071512273389	0.2538425739689355	-0.2083673629338848	-0.6462671159728296
ENSG00000167094	6776	0.4901792714838158	0.5903576695543417	0.3909412831053509	0.11919719965885633	0.3438569706214125	0.5651617177010959	-0.09547556568447613	0.3912847713363094
ENSG00000187650	6777	0.5485682918198767	0.6421483826084721	0.3463875970536118	-0.1419404550105201	0.4008535481580918	0.5872649179995926	0.2929646043762779	0.32020239056903355
ENSG00000169057	6778	0.47904468029391134	0.5800683987163802	0.3366807492970869	-0.6738482397613352	0.5267774290877374	0.44663402714674927	-0.10328913998296807	0.8032388422057976
ENSG00000169016	6779	0.6684312602380433	0.7471626108056695	0.3371075904516791	0.10709746310450141	-0.6003470576136872	-0.44719004848042376	0.05525058222164625	-0.6531687196483907
ENSG00000226652	6779	0.3008694304636554	0.4052764610237593	0.038352546730958004	-0.6378378571801044	0.11728327892165413	-0.022202777054676215	-0.17335263793094113	0.37034462067433643
ENSG00000273423	6779	0.9660152039739694	0.9784228644848473	-0.19395204415452902	-0.11872862970853977	0.0037225283006985244	0.004667484914593845	-0.010924631179054012	0.017219961398161232
ENSG00000112787	6780	0.6385212033241578	0.7215429444002373	0.20198478144247634	-0.25397547962757405	-0.11809985697584319	0.010094597200186406	-0.26922799470695313	0.06305477886324717
ENSG00000267368	6780	0.4080620020769388	0.5110801119378859	0.5648180648307056	0.5389890395612635	-0.7455962554347244	0.45751807977753534	0.5225186786074796	0.7435783335291751
ENSG00000136932	6781	0.6007499169992444	0.6892133723438804	-0.29474081996889384	-0.07016228659501772	-0.4291349252578458	-0.5541392019451903	-0.013745026754453105	0.08014190882439626
ENSG00000141441	6782	0.5476338436138101	0.6412648986709256	-0.6775709169272912	0.5629529108209868	0.2905141486926316	0.3347390623828396	0.6993655334506415	0.5348913587706221
ENSG00000249961	6782	0.4276288696877883	0.5305710192147769	-0.10248812848642075	-0.5899056426105891	0.3523575631572369	0.6070033986793337	-0.14747887293414275	0.4831305794520655
ENSG00000229859	6783	0.3022187320085163	0.40674851126426714	0.004383840394785343	-0.2535738500780228	-0.012367204363537776	0.08282401890560523	-0.005242448830983321	0.009288878267917328
ENSG00000237094	6783	0.6119081659692323	0.6993166188549004	0.44830665795589963	-0.7134493584951569	0.20176676033010477	0.90385372734612	0.2699278444824802	0.3679406728710568
ENSG00000093000	6785	0.40440894665612476	0.5078863964472388	0.7876120672734928	-0.15703058442045714	0.6132070176417852	0.9827608842673392	0.6058263655518872	0.9467080111902735
ENSG00000260325	6787	0.716126550889412	0.7875240204056226	0.24552291469143506	-0.055082844467311376	0.2099960379051815	0.06904864925191911	0.11511523408124197	0.21385161484227827
ENSG00000203666	6788	0.5970101895724705	0.6860257979041842	0.5653846632299087	0.120920676755095	0.11191721631544338	0.6761135425770162	0.2062895364455537	0.3857361126392447
ENSG00000196131	6789	0.8568555027084956	0.9015110268434586	-0.010627095453786484	0.08342122266148039	0.05649316277536054	-0.3616717731596648	0.01694722708039398	0.10034494825133711
ENSG00000162702	6791	0.8274494171951168	0.8784725923553928	0.6405911587825557	0.3263637106644668	0.1361291841607355	-0.5308756784258448	0.10272027327965294	-0.18960108519431063
ENSG00000204657	6791	0.358618975192523	0.46359647069313287	0.26028187754738985	0.6500218878234619	0.5603202309721025	0.6846431840934376	0.3782761131738931	0.6973839095104386
ENSG00000143457	6794	0.6262787749182341	0.7116373660065245	0.1712835801807242	0.5412626534150622	0.419034672182381	0.782436217637813	0.6829949165614664	0.3248400347812642
ENSG00000254470	6796	0.34944112592879834	0.45465571471118854	0.6523262290972645	-0.9174348122656584	0.6794820659707089	0.5368190581980938	0.3128075377223456	0.7756554593994052
ENSG00000187857	6797	0.4995735773606217	0.598834790698122	-0.16065316636174232	0.35185263013324364	0.3490791192717888	0.25434371261451494	-0.08733784733469485	0.5190389847285077
ENSG00000183091	6798	0.4345226586537191	0.5368327986232417	0.0625470169154072	-0.0037248060300820733	0.6365265012736983	0.5438669868726675	0.516000243368903	0.6418198994232178
ENSG00000198142	6799	0.30484816819121097	0.40959219661048235	-0.4882907249178903	-1.0951067554054998	-0.4244817664464251	-0.30075614923025706	-0.6382433305590363	0.17762710470244225
ENSG00000138303	6801	0.5344285486284659	0.6285866233682813	-0.3788671948801112	0.2872941679402956	0.5553143472261337	-0.019548911079827924	0.2331129994629175	0.6750976136842999
ENSG00000104888	6802	0.4209865057495418	0.5239114479521502	0.08590026378745244	-0.204784656694823	-0.008101719008969333	0.19767016787281794	-0.19618672434498502	0.06048830051663878
ENSG00000166716	6802	0.47382621911027356	0.575420881933203	-0.024664638158965912	-0.5497186345201222	-0.31652775448309844	-0.11188284641877588	0.02853573707243251	-0.7785988010022461
ENSG00000011132	6804	0.30599882717239696	0.41071292648407204	0.22994878576329447	-0.6758788907524849	-0.23578910774234463	0.20351908563615884	-0.12444564258045077	0.13988956760153992
ENSG00000143321	6805	0.44787308312805907	0.5500216985140949	0.8594914104978122	0.6953113370779573	-0.4761390802911935	1.07918333572458	0.7807463412348585	0.2471791648842041
ENSG00000152683	6806	0.47462899139508224	0.5761016748177573	-0.36077265680167914	-0.63907597974787	0.004324891587103252	0.03268259556640851	-0.02654172472105376	0.6629044835946387
ENSG00000196826	6806	0.6074557736656528	0.6951744914632668	0.07307535386609088	0.03970045118962462	0.31078536555808567	0.4606757238331701	0.20856922878770845	0.358775768754415
ENSG00000214413	6807	0.40023075605752184	0.5039694381304817	-0.700054136844547	-0.912831572356633	-0.30289309618052584	-0.8061834741705981	-0.514257227710933	0.030204942229415277
ENSG00000258628	6809	0.5600350355887224	0.6528254310269355	0.2570402542579894	0.11341535690316462	0.1670862007778649	0.2528398004903476	0.13918307012903583	0.166090380054297
ENSG00000124120	6811	0.43277737678025857	0.5351322445451469	0.19305225169325446	-0.7596856913341616	0.17594740130433362	0.7650658147266522	0.25034823470835654	0.414686954858015
ENSG00000168907	6812	0.48310972047338896	0.5838353820401022	-3.087009433281329e-4	0.2647515357067521	0.1986349029227879	0.3138206687076228	0.11939294417338414	0.2367873576233851
ENSG00000118407	6814	0.5385568623572359	0.6319321026327546	0.3282744691707311	0.4349055994116414	0.4075751783309136	0.636226262715564	0.56240400867957	0.012667941621148149
ENSG00000167766	6816	0.43390594494371204	0.5362489871141746	0.1662631602522291	1.0552021548485833	0.5125878367545371	0.9676914191434998	0.2941256493310216	0.8793338844166039
ENSG00000110777	6817	0.3080032179615766	0.41289846247446066	0.24929306705889065	-0.5947035961900426	0.29665458704941083	-0.2835091961805192	-0.016080700570999307	-0.2793030284608826
ENSG00000101442	6820	0.46607872816632057	0.5676543806739393	0.6651035281170319	0.7370101058981766	0.4291922319453372	0.5390129509330459	0.37320741539161617	0.7936056157134231
ENSG00000168282	6820	0.6019565377959848	0.6902093239044096	0.7245293477722592	0.3654694434846262	0.1091039613942344	0.7432147180582879	0.28893015940455646	-0.2272737804631484
ENSG00000139549	6822	0.8432888638055166	0.8913108673797495	0.12210547915965875	0.06260038232951826	0.18475001758066645	0.23024327915671028	0.16862637227560762	0.49115103736320254
ENSG00000091583	6823	0.4344799766649914	0.5368327986232417	-0.051470939719205924	-0.09849844637570217	0.028166696449293135	0.0850331910048771	-0.01498308638058761	0.07115866939986958
ENSG00000186409	6824	0.30879585741898785	0.4135130629024704	-0.008867990257378722	-0.6941227141349007	0.20222328125636135	0.5597830213283803	0.17986797246567132	0.3499098791065838
ENSG00000137133	6825	0.5357352979857384	0.6296047680650839	0.4796438151939546	1.0396251219444492	-0.813730243609794	0.5250036432819154	0.26795009116389834	-0.5636385801467061
ENSG00000105877	6826	0.4519272049465006	0.5542019929720253	-0.44935476492485615	0.458933523915617	0.0567489690630969	0.5654311440583417	-0.3572101198805935	0.6140899965992501
ENSG00000230593	6826	0.3090820154094028	0.413839362658387	0.06631490304724103	-0.2174093221445555	0.029649271761911362	0.08021792496385963	0.06597205826153096	0.09959965890453731
ENSG00000111269	6827	0.4092659602610721	0.51236321820948	-0.36587514592861825	-0.5718940977843054	0.8129273988092443	0.9817697649450703	0.41749916806836995	0.9723449366434844
ENSG00000206560	6827	0.7066774384309055	0.7798366382189821	0.6479085806512734	0.30852501500235574	0.22410471624168826	0.1611439535056789	-0.6492483599157399	0.031488481822644854
ENSG00000183751	6829	0.6288428986222335	0.7136986873437611	0.4111804800727629	0.5444260230408406	-0.3310159729414093	0.512568084083401	-0.08264828229486842	0.7724663564684754
ENSG00000021826	6832	0.5138579829446093	0.611191249214034	0.2076183308612416	-0.49752770384892786	0.23738910116205417	0.6004684457549054	-0.2476412036841129	0.39605251399325864
ENSG00000163913	6833	0.6564673149896186	0.7371377536658664	-0.6322656893772278	-0.15507912150444292	-0.39894245774926507	0.5134090417201103	-0.09538302540125221	0.14677663385901107
ENSG00000110987	6835	0.6506458115129632	0.7315216752835387	0.2453038424650522	-0.3300587600035447	0.3295125604795919	0.6607110372781925	-0.07636519269296027	0.5080358302696204
ENSG00000137672	6835	0.29646781563504243	0.4006708770532109	0.4014919621876008	0.3411891893094307	0.4481638046031496	0.41724304504511656	0.43082944030311143	-0.7036483709010519
ENSG00000117335	6836	0.9211760233256202	0.9477922186410144	0.07523590966143878	0.0524110424786044	-0.17101469536351654	0.0845363412173139	-0.6929309270325605	-0.3892886490266858
ENSG00000125447	6836	0.31070362836972437	0.4156986208962389	0.32027891249004237	-0.602946634889612	-0.1863136932916689	-0.24714796056526026	-0.33121648827807637	0.007361888613024614
ENSG00000044524	6840	0.40911904439290114	0.5122691569979716	0.4698937701116719	0.4705578812862895	0.3830219699487122	0.40108026797772023	0.5051221098364327	-0.07847300767581065
ENSG00000182676	6840	0.3112099170265573	0.41614194732247073	0.02836705477739826	-0.18907664560492143	-0.04597730757115229	0.06063327735849332	-0.04317124497735672	-0.1918822606699876
ENSG00000163705	6845	0.3122485527339856	0.4171657310780099	0.14468300314458205	-0.48701405312474627	0.00872502726987534	0.12071446639571465	-0.29948742897623865	0.09056853708862389
ENSG00000007001	6849	0.9295477171840686	0.9535965498712978	0.044113825788430955	0.1510573965046596	0.025961874902238974	0.05771600163631599	0.012503761065632973	0.21245438061411662
ENSG00000151092	6850	0.4370502294135527	0.5393502384941747	-0.09947324366039556	-0.5333400570120808	-0.24552606426370582	0.715169336847141	0.4141290053599245	0.6397723081026672
ENSG00000243660	6851	0.7433645941334096	0.810050607120641	-0.09984039964933766	-0.10463026362889472	-0.2145019363339401	0.09738486009286962	-0.25235413004798446	-0.0922915773335421
ENSG00000178772	6852	0.9724051283462689	0.9820553280201364	0.06867091916192958	-0.007546962079098606	0.1430040550862547	-0.07928286561757492	-0.28677434932610413	0.015070040087323655
ENSG00000182521	6853	0.8614546077176657	0.9046647393398716	0.14115723049170806	0.026003952258564222	0.053932142132010974	0.02257114798433843	0.04086210352149233	0.06722491362856445
ENSG00000167363	6854	0.6079882440588226	0.6957188257389618	0.3578666383130735	0.0016531043294749637	0.5098674258167628	0.13913970270231868	0.17618997579312645	0.604622925236769
ENSG00000266777	6854	0.7882491127065283	0.8464248860713421	-0.0993320394586133	0.0035238701947096496	0.011158087584420606	0.15453021010033965	-0.18303217464615024	-0.08934501154231284
ENSG00000184939	6856	0.32901438932104726	0.4345039487625299	0.7398684822499394	1.0519067747839472	0.5945835553181595	0.7728917552577201	0.6888123704732563	0.30888127142996047
ENSG00000104671	6857	0.3156249995660586	0.42105950264570097	0.1097743110784255	1.3269648843613626	0.2761760577011394	-0.03142970712784221	0.83496344146327806	0.8984542173803834
ENSG00000151117	6857	0.4818831685160767	0.5826769285182957	0.28813818274181163	-0.07940881429741697	0.447226733705415	0.5413034336170159	0.33516623586182837	0.5413034336170159
ENSG00000140153	6861	0.8816877509903245	0.9196382103102091	-0.04162406427115117	0.36357183307972774	0.015199788868840658	-0.8171998452565356	-0.2606118625667677	-0.19679563545085757
ENSG00000181773	6864	0.6276171041896964	0.7126287949821787	0.48671319340692226	0.5716116454672456	0.108205429379437	0.6860530960299879	0.32746863214698924	0.05815983566832906
ENSG00000112276	6865	0.43167511408932463	0.5342784342175625	0.21447295594233062	-0.5114428740045698	-0.004907132228647582	0.049339751313041136	0.01904877204258426	0.47509447021185847
ENSG00000256612	6865	0.31697786176416815	0.4224694202035645	0.07539216932638004	-0.45918283113721237	0.07669361275581799	0.3084150410076263	-0.17523623880951744	-0.23692864005197745
ENSG00000174903	6866	0.663496276119471	0.743068979175399	-0.2555369947302921	0.2944269463639606	-0.75288545570853	0.12939027511680612	-0.15978940336185055	-1.0461715419205349
ENSG00000215910	6866	0.5207112355823886	0.6172850054374944	0.3358566813152306	-0.0015189745937518317	0.452033200002391	0.6332864738459191	0.3304381410154056	0.5283303334814148
ENSG00000146574	6871	0.73126392635006765	0.8001019563660035	0.2943775268223707	0.3558143478416371	-0.6440026787503736	-0.011120275386818257	0.4091554924073775	0.2978034470036315
ENSG00000104413	6872	0.3187890791137326	0.42423915924705796	0.02107558096721209	-0.0965633346406545	-0.055630588344674194	-0.05582247319121312	-0.053719867071917414	-0.047215014224048675
ENSG00000116191	6872	0.6179063655215323	0.7044793957256035	0.08104287332477877	-0.4560397615197192	0.278810057908656	0.1606115355418627	-0.35859685166384847	0.2613089890300254
ENSG00000123977	6873	0.7119230086211682	0.78380724329296	-0.2032107766551219	-0.03794740433261787	0.05725749212007705	0.11358699170548973	0.06945308605514544	0.057234239268384224
ENSG00000285733	6873	0.31911964335875725	0.4244915815153348	-0.11708214001604955	-0.5021292976979497	0.007051690341697059	0.04684834998533516	-0.26127533796093183	-0.09778063674225866
ENSG00000115318	6875	0.8861798009060006	0.9229072818921085	0.3251831903627499	-0.20557585650673282	0.006546267796516569	0.8020212613672515	0.10314138454336863	0.34846623207278693
ENSG00000073050	6876	0.33922495681918496	0.4446844231722517	0.7972690038555217	0.740887072437066	0.4544076034149545	0.10679118154805223	0.7639683568614816	0.8526729873193162
ENSG00000115109	6877	0.44332547739755995	0.5457637173447795	0.19603503552118826	0.7178064428135476	-0.1840022643790874	0.6174481645402473	-0.1390897338791547	0.45748602693209073
ENSG00000270367	6878	0.3205757696271456	0.42607113882933695	-0.11133783186607626	-0.6889243611479499	-0.2538863121006403	0.28856081338472156	-0.36199660842745707	-0.5205076363091816
ENSG00000140525	6879	0.3207816907041518	0.42627428566466374	-0.02294749517630912	-0.7222043912557587	-0.46097844624469997	0.07533805907031409	-0.2738567418927813	-0.015774224933131853
ENSG00000205002	6879	0.3863820708009105	0.4908180221200958	-0.42656242843964853	-0.6258235588815027	0.04484515726482585	0.10048880298839791	-0.4124734513348829	0.07662815318679206
ENSG00000124333	6880	0.3791871073483137	0.4837448679998642	0.6329704611855982	0.9288050770539733	0.590977272569265	0.1292988257230434	0.7291096695886108	0.838521457480929
ENSG00000196436	6880	0.5160750257092104	0.6129598770032089	0.4123923895768713	0.11656518777870274	0.34474244113285774	0.5511817968017987	0.10741250824106541	0.4333844770538822
ENSG00000101187	6883	0.5200612688851758	0.6167706265723402	0.3596822031451452	-0.28740744643609795	0.46681699558137957	0.44298674882740213	0.48103470815283	0.1899766692449879
ENSG00000006451	6884	0.4123329189715635	0.5152207811621294	1.0205871178992016	1.2115745811800298	-0.44219118404374447	1.088775648166598	0.8112918059120442	0.23911775242385813
ENSG00000162385	6885	0.39220703527595757	0.49631802593259533	0.5613150289193026	0.5198375802587447	0.26119955569467956	0.6692291570626493	0.5077297898917779	0.4501621384088111
ENSG00000049167	6886	0.47742042046239275	0.5786041998182672	0.4108801685908847	0.21737398622780324	0.4846092972357155	0.7221020315660314	0.4153213503885482	0.5876974748562762
ENSG00000074621	6886	0.3764408833494816	0.4809722252302525	0.42416589280009465	-0.5294846105048411	0.20286833854049824	0.4130453322790102	-0.015255501311245534	-0.5488987535855302
ENSG00000089916	6890	0.5185389332076483	0.6152719422788897	-0.020461435762035407	-0.7115807756832462	-0.07199562161213491	0.2662328908453855	-0.5186419850753583	-0.08720735264943215
ENSG00000119402	6892	0.32340387535997506	0.42903090556863316	-0.22868185996111154	-0.96726464381833	-0.40484381995689844	0.10405985970571452	-0.25281562482242226	0.241591433296926
ENSG00000176040	6892	0.7631271514514035	0.8259735976845289	0.08189980148184138	-0.04352177454860415	0.05622942842091261	0.06634614072001235	0.02618712331249784	0.13257692510797875
ENSG00000129007	6893	0.6554269756510773	0.7361433131466656	0.012878580010352247	0.08277167104047767	0.3484983477190144	0.418483934482877	0.5602810127820318	0.5301334202408144
ENSG00000135913	6893	0.609768010012848	0.6973174270421744	0.2191250953551298	0.2813808035504073	0.40097271351802877	0.29811655059254666	0.32882785125929925	0.6147416831686887
ENSG00000187994	6896	0.5895089197988848	0.6793202658073213	-0.26781621618690044	-0.3344492655421487	0.11872771880270805	0.2794169233932935	-0.4478766892410213	0.39853345621309355
